timestamp,device_id,device_name,fault_type,severity,H2,CH4,C2H6,C2H4,C2H2,CO,CO2,load_percent,ambient_temp,oil_temp,hotspot_temp,device_age,current_dp,aging_rate,remaining_life_years
2024-11-14T13:19:16.648377,T001,1号主变,normal,0,92.3,15.7,12.9,10.7,0.3,372.8,2543.6,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-15T13:19:16.648377,T001,1号主变,normal,0,61.5,36.2,18.9,36.8,2.1,412.7,2157.2,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-16T13:19:16.648377,T001,1号主变,normal,0,101.1,21.6,7.3,44.9,1.2,304.1,3701.0,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-17T13:19:16.648377,T001,1号主变,normal,0,58.3,10.2,8.7,41.3,0.6,237.9,3766.3,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-18T13:19:16.648377,T001,1号主变,normal,0,54.9,35.2,22.3,22.8,0.4,467.9,1972.1,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-19T13:19:16.648377,T001,1号主变,normal,0,90.5,33.9,22.7,14.9,0.7,281.0,3794.8,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-20T13:19:16.648377,T001,1号主变,normal,0,126.6,40.1,31.9,17.9,1.6,478.8,4058.8,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-21T13:19:16.648377,T001,1号主变,normal,0,66.2,17.2,22.0,25.6,1.7,426.8,4410.9,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-22T13:19:16.648377,T001,1号主变,normal,0,68.7,35.5,18.4,34.8,0.4,342.3,2573.4,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-23T13:19:16.648377,T001,1号主变,normal,0,87.4,34.6,18.2,30.0,0.9,249.8,4282.5,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-24T13:19:16.648377,T001,1号主变,normal,0,100.3,29.2,18.9,39.2,2.1,238.2,4114.7,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-25T13:19:16.648377,T001,1号主变,normal,0,109.4,34.5,27.8,12.5,2.3,232.8,3652.6,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-26T13:19:16.648377,T001,1号主变,normal,0,87.1,26.8,22.7,10.3,1.0,254.0,4135.7,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-27T13:19:16.648377,T001,1号主变,normal,0,62.6,35.1,19.3,32.1,0.2,429.1,4202.7,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-28T13:19:16.648377,T001,1号主变,normal,0,82.9,21.8,6.4,44.3,1.8,398.4,2390.0,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-29T13:19:16.648377,T001,1号主变,normal,0,57.6,34.0,29.0,11.5,0.5,423.3,2105.3,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-11-30T13:19:16.648377,T001,1号主变,normal,0,74.4,28.7,16.0,52.7,2.5,459.2,2168.4,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-12-01T13:19:16.648377,T001,1号主变,normal,0,115.2,34.2,19.6,48.8,0.8,502.7,3623.2,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-12-02T13:19:16.648377,T001,1号主变,normal,0,106.0,16.5,10.0,24.6,1.9,331.4,4196.1,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-12-03T13:19:16.648377,T001,1号主变,normal,0,98.3,18.4,5.9,37.3,2.3,303.2,4640.0,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-12-04T13:19:16.648377,T001,1号主变,normal,0,74.8,23.6,19.4,46.6,0.9,270.8,4054.3,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-12-05T13:19:16.648377,T001,1号主变,normal,0,82.5,16.9,24.0,27.7,2.5,386.5,3890.0,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-12-06T13:19:16.648377,T001,1号主变,normal,0,48.7,12.6,22.5,41.3,2.0,398.1,3892.3,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-12-07T13:19:16.648377,T001,1号主变,normal,0,72.2,38.1,9.5,52.0,0.6,405.0,2474.7,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-12-08T13:19:16.648377,T001,1号主变,normal,0,113.0,13.2,16.3,41.7,0.2,250.1,4030.4,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-12-09T13:19:16.648377,T001,1号主变,normal,0,61.1,36.3,13.8,12.0,2.4,381.2,4571.7,90,-5,39.6,59.0,10,702.5,0.082,457.1
2024-12-10T13:19:16.648377,T001,1号主变,normal,0,125.7,34.8,16.3,43.8,0.1,363.4,3277.4,90,-5,39.6,59.0,10,702.5,0.082,457.1
